Time (Ma),Global mid-ocean ridge lengths (km),Mean global ridge velocities (cm/yr),Global ridge velocity standard deviation (cm/yr),Surface area of crust produced at ridges (km^2/yr),Global subduction zone lengths (km),Mean global subduction velocities (cm/yr),Global subduction velocity standard deviation (cm/yr),Surface area of crust subducted at trenches (km^2/yr),Global transform boundary lengths (km)
146.0,62242.55428876602,7.328402184221471,3.927564959074833,4.566759871896965,70189.04098673056,6.348024139144136,5.045371472032492,4.455108949830414,28253.746908153757
145.0,69013.29200093441,6.885010319757543,4.032097032004037,4.756921168791223,69629.97236645436,5.976652762502743,4.816142002232733,4.14664067180422,26248.508387308226
144.0,71628.2529019883,6.878735781107766,4.065356432272601,4.932569909433253,69523.145078117,6.700227536177034,5.112995020957504,4.641506630822638,25710.876856496616
143.0,70502.10218506498,6.990364883869918,3.9797992338105757,4.933714551202677,70449.50800796616,6.62027407022642,5.148114228563289,4.647540897802272,27318.721105203538
142.0,71466.22984750963,6.982148574257172,3.923790481375092,4.995138698585413,68769.15230482166,6.966510964307875,5.1023210367776,4.77381828369429,27405.08327306358
141.0,76201.96648550832,6.5208834371546045,4.123369251536878,4.973933420932952,68878.68596246337,7.089564524892607,5.1661249194884835,4.865904663473387,27800.401830876774
140.0,73507.59022430083,6.58356634536224,4.146833482589871,4.844249311757926,64956.4610514775,7.34971720169359,5.117140567525527,4.701299772214379,28043.246950541587
139.0,77575.37715268995,6.300573660556379,4.180497639764851,4.892581248679063,66365.11984997545,7.489632237316258,4.622511732286497,4.8958926215981595,28208.694375845553
138.0,78532.10406220137,6.289177374754426,4.144272725784056,4.943929721510996,66337.08442132694,7.55800958340992,4.618304933403477,4.938201124414256,27370.43447485936
137.0,74188.7683558319,7.997152557552782,6.03937077372111,5.939260974628034,66985.58382916714,8.462971198194683,6.290548591701366,5.510714469487879,34550.4452587902
136.0,71520.62354855111,8.292628911690155,6.443114113977059,5.9372110053895115,67005.41465528558,8.556557664118571,6.446797394729541,5.572490016299781,33879.552593154716
135.0,73089.22068963252,8.14911568417149,6.365385643903277,5.962532298682542,69742.62078689686,8.254334637646005,6.3652832453589765,5.6651876751573464,35903.92467500722
134.0,72950.23268749117,8.109466445056183,6.317047064012034,5.922282196774979,68897.34552876125,8.233809275615059,5.782985166042254,5.654028806494141,35803.49705904204
133.0,72991.31177550345,8.098601366059206,6.291116306775543,5.917680762411984,68953.14216876046,8.165966231265983,5.796303158979888,5.612002131116746,35911.49176254652
132.0,73801.6520346676,8.175104378399913,6.157951307678627,6.039722399937122,69025.07687289931,8.176921891993617,6.069413985053126,5.62542003842344,36245.71649705583
131.0,70782.9303476439,8.519318431831783,6.090399166489205,6.036652011672581,69924.20635614225,8.284023581946967,6.488790274331757,5.698351605594076,35391.424856405334
130.0,69586.4807682938,8.73268538992748,6.209039118710049,6.0836814826047,66133.54783411411,9.404150895642463,6.83063482013393,6.127641725291249,36806.24731205486
129.0,75276.96164022606,8.806211260604346,6.656551022269055,6.636037457811986,67169.0631150742,10.041805015869295,7.641770089548491,6.647323177756853,32808.69494708151
128.0,73427.95408537993,9.082380343618953,6.612205521427226,6.676157859465345,67278.82356133794,10.338936512065166,7.425904842139209,6.855392709840938,34787.68909747614
127.0,74920.6193433162,9.030067088198086,6.553140882752191,6.772249905183611,67332.33917653962,10.179267097049784,7.486403453963502,6.714273338105442,33527.975692418266
126.0,75522.59211474803,8.982517493861963,6.5103604899516325,6.7905403544229515,67158.1269694327,9.990118588963309,7.413277718512393,6.6121999142136305,33011.77797007761
125.0,72016.60688936716,9.258015747080153,6.030657587752876,6.672962442406013,68323.18750303557,9.665121049417605,6.906505482166055,6.509971150173484,32966.153805878326
124.0,73297.43824215556,9.404958402266653,5.70203213132717,6.8989888271756685,68545.07026230916,10.021577625033826,6.677507955781629,6.7450738663796965,32939.4954137148
123.0,73478.17401183915,9.225911990498103,5.736775293795257,6.784369031158671,68449.27519138489,9.731589147755306,6.579450950126096,6.543247915108907,33104.1263401175
122.0,73753.55408589478,9.117974797434751,5.763795816832583,6.730157248740937,68362.09543144115,9.485825353696239,6.508648678265022,6.372013600554252,33264.977406484795
121.0,75315.11607175392,8.936863788768576,5.827287747237326,6.7362944553017226,68220.23111113285,9.44311515780341,6.474715380743332,6.349062562324357,34046.47144375809
120.0,76576.08619397855,7.556928559182895,3.8543303474152126,5.791639381428853,67504.34475500003,8.894929636739288,5.700067018168687,6.006837001207127,34006.33391308198
119.0,81683.19542044002,6.603544322858861,3.314796761856353,5.397327742388802,68221.39284980277,7.93914651141185,5.334538512797926,5.41819457794937,38410.60100306658
118.0,82388.92187702114,6.5612049128371375,3.314983415052138,5.409129064729582,68045.10810850727,8.013907892361576,5.259467975873315,5.455085602556109,39073.82197985258
117.0,82506.64672843087,6.548668759102229,3.3108856773745283,5.4065241649085705,67859.41164964582,8.018634690472625,5.252958952784087,5.443407052284238,38908.26736367036
116.0,82529.04052823219,6.542580788121089,3.297229181014008,5.402980058169778,66899.73824095966,8.103202343055747,5.208612054087479,5.405985136816427,38784.04868946594
115.0,81517.82915676934,6.5958657061598975,3.264077744134048,5.380253483156894,70343.07291969242,7.639633780403408,5.361749842828522,5.3663845816748195,39057.41239534464
114.0,81585.40530657745,6.597076718901427,3.2448793376301706,5.385692007378891,70126.30218862419,7.622509465382734,4.918829263567338,5.343750063749211,38686.57549139765
113.0,81637.01110505086,6.595387439414431,3.2379092295060055,5.387702701116838,70153.88655993408,7.616930413559939,4.914796632751986,5.33030255590425,38412.364590026955
112.0,81560.30823662326,6.599743540271705,3.2252977447523463,5.386206896951733,69933.8037110396,7.626256462961502,4.917322545679167,5.336002752083381,39543.13910695012
111.0,81670.73810122686,6.591327532346735,3.219198228324859,5.38662289922866,69927.7333931674,7.627152332481388,4.91291179633983,5.3361552511837,39404.49600033854
